Data;� vista R$;� vista US$;;;;;;;
05/05/2025;1.658,00;291,49;;;;;;;
06/05/2025;1.659,82;290,84;;;;;;;
07/05/2025;1.657,36;287,74;;;;;;;
08/05/2025;1.678,90;296,05;;;;;;;
09/05/2025;1.666,84;294,75;;;;;;;
12/05/2025;1.583,74;278,53;;;;;;;
13/05/2025;1.599,36;285,55;;;;;;;
14/05/2025;1.555,74;276,48;;;;;;;
15/05/2025;1.523,94;268,20;;;;;;;
16/05/2025;1.519,40;268,07;;;;;;;
19/05/2025;1.528,48;270,34;;;;;;;
20/05/2025;1.535,50;270,76;;;;;;;
21/05/2025;1.525,76;270,05;;;;;;;
22/05/2025;1.504,40;266,27;;;;;;;
23/05/2025;1.485,32;262,70;;;;;;;
26/05/2025;1.481,08;261,03;;;;;;;
27/05/2025;1.463,92;259,15;;;;;;;
28/05/2025;1.426,93;250,65;;;;;;;
29/05/2025;1.424,43;251,27;;;;;;;
30/05/2025;1.394,45;243,87;;;;;;;
02/06/2025;1.358,37;239,07;;;;;;;
03/06/2025;1.320,75;234,13;;;;;;;
04/06/2025;1.334,49;236,19;;;;;;;
05/06/2025;1.363,05;243,79;;;;;;;
06/06/2025;1.363,23;245,10;;;;;;;
09/06/2025;1.375,84;247,32;;;;;;;
10/06/2025;1.367,66;245,36;;;;;;;
11/06/2025;1.343,93;242,37;;;;;;;
12/06/2025;1.333,38;240,47;;;;;;;
13/06/2025;1.283,26;231,76;;;;;;;
16/06/2025;1.273,96;231,88;;;;;;;
17/06/2025;1.287,01;233,96;;;;;;;
18/06/2025;1.209,04;219,71;;;;;;;
20/06/2025;1.167,47;211,38;;;;;;;
23/06/2025;1.186,21;215,44;;;;;;;
24/06/2025;1.138,20;206,42;;;;;;;
25/06/2025;1.094,58;197,01;;;;;;;
26/06/2025;1.114,57;202,58;;;;;;;
27/06/2025;1.114,07;203,08;;;;;;;
30/06/2025;1.105,07;203,51;;;;;;;
01/07/2025;1.099,04;201,18;;;;;;;
02/07/2025;1.068,92;197,07;;;;;;;
03/07/2025;1.082,04;199,93;;;;;;;
04/07/2025;1.086,76;200,36;;;;;;;
07/07/2025;1.066,77;194,70;;;;;;;
08/07/2025;1.065,55;195,66;;;;;;;
09/07/2025;1.032,69;188,00;;;;;;;
10/07/2025;1.020,19;184,12;;;;;;;
11/07/2025;1.012,75;182,58;;;;;;;
14/07/2025;1.014,57;181,66;;;;;;;
15/07/2025;1.006,39;180,94;;;;;;;
16/07/2025;1.024,07;184,12;;;;;;;
17/07/2025;1.003,95;180,99;;;;;;;
18/07/2025;1.013,46;181,43;;;;;;;
21/07/2025;975,70;175,23;;;;;;;
22/07/2025;1.003,46;180,28;;;;;;;
23/07/2025;986,81;178,67;;;;;;;
24/07/2025;1.007,91;182,66;;;;;;;
25/07/2025;1.002,35;180,05;;;;;;;
28/07/2025;1.018,32;181,97;;;;;;;
29/07/2025;1.009,02;181,18;;;;;;;
30/07/2025;1.027,07;184,26;;;;;;;
31/07/2025;1.028,45;183,62;;;;;;;
01/08/2025;1.029,60;185,55;;;;;;;
04/08/2025;1.015,06;184,32;;;;;;;
05/08/2025;1.018,50;184,95;;;;;;;
06/08/2025;1.003,61;183,71;;;;;;;
07/08/2025;1.032,33;189,94;;;;;;;
08/08/2025;1.051,41;193,24;;;;;;;
11/08/2025;1.073,47;197,11;;;;;;;
12/08/2025;1.073,47;199,16;;;;;;;
13/08/2025;1.163,30;215,27;;;;;;;
14/08/2025;1.179,05;217,66;;;;;;;
15/08/2025;1.231,19;228,08;;;;;;;
18/08/2025;1.231,40;226,65;;;;;;;
19/08/2025;1.299,95;236,31;;;;;;;
20/08/2025;1.383,84;252,85;;;;;;;
21/08/2025;1.424,45;259,94;;;;;;;
22/08/2025;1.452,77;267,79;;;;;;;
25/08/2025;1.469,43;271,36;;;;;;;
26/08/2025;1.510,92;278,00;;;;;;;
27/08/2025;1.548,95;285,73;;;;;;;
28/08/2025;1.529,97;283,06;;;;;;;
29/08/2025;1.534,41;283,10;;;;;;;
01/09/2025;1.474,40;270,78;;;;;;;
02/09/2025;1.431,92;261,54;;;;;;;
03/09/2025;1.427,76;261,59;;;;;;;
04/09/2025;1.402,21;257,48;;;;;;;
05/09/2025;1.358,45;251,38;;;;;;;
08/09/2025;1.356,95;250,41;;;;;;;
09/09/2025;1.361,12;250,48;;;;;;;
10/09/2025;1.385,55;256,20;;;;;;;
11/09/2025;1.392,94;258,24;;;;;;;
12/09/2025;1.421,24;265,40;;;;;;;
15/09/2025;1.477,18;277,77;;;;;;;
16/09/2025;1.476,22;278,64;;;;;;;
17/09/2025;1.408,43;265,79;;;;;;;
18/09/2025;1.389,44;261,66;;;;;;;
19/09/2025;1.288,48;242,20;;;;;;;
22/09/2025;1.313,22;246,06;;;;;;;
23/09/2025;1.278,86;241,98;;;;;;;
24/09/2025;1.303,92;244,78;;;;;;;
25/09/2025;1.288,92;240,11;;;;;;;
26/09/2025;1.321,13;247,40;;;;;;;
29/09/2025;1.313,84;247,06;;;;;;;
30/09/2025;1.342,46;252,15;;;;;;;
01/10/2025;1.353,43;254,36;;;;;;;
